ip,appears_as_source,appears_as_dest,total_events,total_attacks,unique_attack_families
5.39.44.193,True,True,129,0.0,1
151.101.208.207,True,True,129,0.0,1
23.208.165.150,True,True,129,0.0,1
23.208.89.161,True,True,129,0.0,1
173.194.66.154,True,True,129,0.0,1
52.40.24.51,True,True,129,0.0,1
23.194.180.56,True,True,129,0.0,1
152.163.50.3,True,True,129,0.0,1
182.22.31.124,True,True,129,0.0,1
104.88.70.167,True,True,129,0.0,1
137.200.39.19,True,True,128,0.0,1
54.149.95.48,True,True,128,0.0,1
74.125.192.109,True,True,128,0.0,1
204.154.111.106,True,True,128,0.0,1
199.244.51.60,True,True,128,0.0,1
23.194.109.153,True,True,128,0.0,1
52.43.235.20,True,True,128,0.0,1
104.88.46.33,True,True,128,0.0,1
52.84.26.156,True,True,128,0.0,1
52.84.40.9,True,True,128,0.0,1
23.194.182.93,True,True,128,0.0,1
64.210.137.104,True,True,128,0.0,1
61.158.163.25,True,True,127,0.0,1
151.101.208.68,True,True,127,0.0,1
1.31.173.11,True,True,127,0.0,1
195.225.138.212,True,True,127,0.0,1
173.239.42.221,True,True,127,0.0,1
52.84.143.82,True,True,127,0.0,1
206.54.163.50,True,True,127,0.0,1
104.88.37.207,True,True,127,0.0,1
104.244.46.39,True,True,127,0.0,1
133.237.17.99,True,True,127,0.0,1
151.101.0.69,True,True,127,0.0,1
104.88.73.124,True,True,127,0.0,1
129.146.14.97,True,True,126,0.0,1
54.210.220.88,True,True,126,0.0,1
216.218.254.202,False,True,126,0.0,1
94.124.134.53,True,True,126,0.0,1
38.69.238.104,True,True,126,0.0,1
23.46.61.234,True,True,126,0.0,1
23.194.180.22,True,True,126,0.0,1
164.100.222.71,True,True,126,0.0,1
104.103.219.29,True,True,126,0.0,1
64.94.116.192,True,True,126,0.0,1
172.217.10.237,True,True,126,0.0,1
137.254.60.12,True,True,126,0.0,1
78.140.178.139,True,True,126,0.0,1
23.194.181.54,True,True,126,0.0,1
193.105.46.25,True,True,125,0.0,1
52.84.145.25,True,True,125,0.0,1
151.101.130.49,True,True,125,0.0,1
52.84.143.31,True,True,125,0.0,1
68.67.180.143,True,True,125,0.0,1
122.225.107.31,True,True,125,0.0,1
52.84.145.224,True,True,125,0.0,1
104.20.30.2,True,True,125,0.0,1
192.82.242.92,True,True,124,0.0,1
162.125.18.133,True,True,124,0.0,1
54.219.144.121,True,True,124,0.0,1
204.154.111.119,True,True,124,0.0,1
54.148.79.143,True,True,124,0.0,1
151.101.129.63,True,True,124,0.0,1
204.2.197.202,True,True,124,0.0,1
199.16.156.73,True,True,124,0.0,1
54.230.38.136,True,True,124,0.0,1
210.160.193.167,True,True,124,0.0,1
104.27.120.110,True,True,124,0.0,1
54.192.37.25,True,True,124,0.0,1
23.194.182.82,True,True,123,0.0,1
69.64.147.32,False,True,123,0.0,1
193.109.225.70,True,True,123,0.0,1
63.144.176.33,True,True,123,0.0,1
173.194.66.156,True,True,123,0.0,1
192.35.249.123,True,True,123,0.0,1
182.22.24.252,True,True,123,0.0,1
125.39.6.163,True,True,123,0.0,1
78.140.166.16,True,True,123,0.0,1
119.205.194.17,True,True,122,0.0,1
173.194.66.155,True,True,122,0.0,1
74.121.138.87,True,True,122,0.0,1
52.84.26.193,True,True,122,0.0,1
151.101.208.230,True,True,122,0.0,1
104.97.120.94,True,True,122,0.0,1
35.160.180.157,True,True,122,0.0,1
34.202.69.17,True,True,122,0.0,1
8.27.238.126,True,True,122,0.0,1
107.21.250.221,True,True,122,0.0,1
23.203.72.172,True,True,122,0.0,1
23.208.218.50,True,True,122,0.0,1
202.232.238.39,True,True,122,0.0,1
52.84.143.130,True,True,122,0.0,1
152.195.33.162,True,True,122,0.0,1
173.194.206.108,True,True,122,0.0,1
204.246.169.22,True,True,121,0.0,1
185.59.223.24,True,True,121,0.0,1
194.232.104.141,True,True,121,0.0,1
104.97.139.173,True,True,121,0.0,1
157.240.0.35,True,True,121,0.0,1
199.59.148.85,True,True,121,0.0,1
172.217.10.109,True,True,121,0.0,1
173.194.175.154,True,True,121,0.0,1
31.13.66.5,True,True,121,0.0,1
52.34.64.79,True,True,121,0.0,1
107.167.184.173,True,True,121,0.0,1
104.97.112.80,True,True,121,0.0,1
192.33.31.183,True,True,121,0.0,1
104.88.65.156,True,True,121,0.0,1
66.135.44.92,False,True,120,0.0,1
193.200.227.43,True,True,120,0.0,1
34.209.201.65,True,True,120,0.0,1
54.191.136.137,True,True,120,0.0,1
52.84.145.115,True,True,120,0.0,1
202.153.190.10,True,True,120,0.0,1
198.58.105.63,False,True,120,0.0,1
151.101.65.69,True,True,120,0.0,1
54.68.36.53,True,True,120,0.0,1
210.160.193.188,True,True,120,0.0,1
180.211.73.104,True,True,120,0.0,1
173.223.152.168,True,True,120,0.0,1
52.8.201.211,True,True,120,0.0,1
91.215.100.40,True,True,120,0.0,1
173.194.206.156,True,True,120,0.0,1
192.225.158.1,True,True,120,0.0,1
31.13.65.36,True,True,120,0.0,1
54.183.179.108,True,True,119,0.0,1
139.162.16.124,True,True,119,0.0,1
151.101.0.64,True,True,119,0.0,1
65.55.44.108,True,True,119,0.0,1
54.192.37.36,True,True,119,0.0,1
23.208.79.127,True,True,119,0.0,1
207.123.54.253,True,True,119,0.0,1
74.125.192.156,True,True,119,0.0,1
184.73.196.217,True,True,119,0.0,1
54.218.44.217,True,True,119,0.0,1
178.250.2.77,True,True,119,0.0,1
178.154.131.217,True,True,119,0.0,1
54.171.7.143,True,True,119,0.0,1
74.121.142.57,True,True,119,0.0,1
34.226.236.171,True,True,118,0.0,1
209.85.201.109,True,True,118,0.0,1
152.195.32.39,True,True,118,0.0,1
54.210.85.226,True,True,118,0.0,1
199.59.150.11,True,True,118,0.0,1
199.233.57.20,True,True,118,0.0,1
199.38.164.165,True,True,118,0.0,1
199.16.156.41,True,True,118,0.0,1
173.194.205.108,True,True,118,0.0,1
52.52.223.151,True,True,118,0.0,1
54.183.3.68,True,True,118,0.0,1
216.168.252.240,True,True,118,0.0,1
157.240.11.22,True,True,118,0.0,1
92.223.96.96,True,True,118,0.0,1
104.97.123.3,True,True,118,0.0,1
192.35.249.124,True,True,118,0.0,1
169.55.70.195,True,True,117,0.0,1
8.18.45.65,True,True,117,0.0,1
185.22.116.25,True,True,117,0.0,1
93.184.216.116,True,True,117,0.0,1
103.6.0.2,True,True,117,0.0,1
104.97.123.92,True,True,117,0.0,1
38.81.32.37,True,True,117,0.0,1
95.142.19.2,True,True,117,0.0,1
173.194.205.154,True,True,117,0.0,1
115.239.210.141,True,True,117,0.0,1
182.253.240.17,True,True,117,0.0,1
180.153.132.57,True,True,117,0.0,1
146.20.133.203,True,True,117,0.0,1
144.217.95.60,False,True,117,0.0,1
52.60.117.233,True,True,116,0.0,1
66.102.255.32,True,True,116,0.0,1
52.207.54.198,True,True,116,0.0,1
52.206.139.182,True,True,116,0.0,1
23.199.171.103,True,True,116,0.0,1
52.30.185.55,True,True,116,0.0,1
23.51.123.27,True,True,116,0.0,1
107.178.254.65,True,True,116,0.0,1
37.209.240.1,True,True,116,0.0,1
35.167.226.133,True,True,116,0.0,1
104.97.96.142,True,True,116,0.0,1
65.55.252.202,True,True,116,0.0,1
199.233.57.16,True,True,116,0.0,1
52.53.86.217,True,True,116,0.0,1
52.84.40.151,True,True,116,0.0,1
54.87.10.88,True,True,116,0.0,1
52.84.40.197,True,True,116,0.0,1
52.21.84.47,True,True,116,0.0,1
63.135.90.143,True,True,116,0.0,1
23.194.142.21,True,True,115,0.0,1
108.174.11.1,True,True,115,0.0,1
173.231.178.98,True,True,115,0.0,1
210.158.199.65,True,True,115,0.0,1
198.255.77.54,True,True,115,0.0,1
104.117.69.2,True,True,115,0.0,1
191.237.24.89,True,True,115,0.0,1
52.84.8.26,True,True,115,0.0,1
54.215.157.108,True,True,115,0.0,1
173.194.68.154,True,True,115,0.0,1
149.56.30.215,True,True,115,0.0,1
37.187.86.42,True,True,115,0.0,1
52.203.66.59,True,True,115,0.0,1
173.194.175.157,True,True,115,0.0,1
169.54.221.59,True,True,115,0.0,1
52.84.145.62,True,True,115,0.0,1
173.231.178.118,True,True,115,0.0,1
173.194.175.156,True,True,115,0.0,1
173.194.208.156,True,True,115,0.0,1
54.183.143.204,True,True,114,0.0,1
52.0.222.62,True,True,114,0.0,1
52.87.59.64,True,True,114,0.0,1
47.52.2.178,True,True,114,0.0,1
23.56.3.183,True,True,114,0.0,1
209.85.201.157,True,True,114,0.0,1
216.58.219.200,True,True,114,0.0,1
23.23.137.154,True,True,114,0.0,1
54.192.39.67,True,True,114,0.0,1
54.209.247.112,True,True,114,0.0,1
172.217.10.137,True,True,114,0.0,1
142.4.219.35,True,True,114,0.0,1
151.101.0.222,True,True,114,0.0,1
117.136.139.2,True,True,114,0.0,1
23.199.172.242,True,True,114,0.0,1
209.85.144.108,True,True,114,0.0,1
216.200.232.223,True,True,114,0.0,1
52.87.124.213,True,True,114,0.0,1
23.194.141.192,True,True,114,0.0,1
69.194.244.13,True,True,114,0.0,1
160.68.117.59,True,True,114,0.0,1
172.104.52.34,True,True,113,0.0,1
104.25.116.5,True,True,113,0.0,1
52.9.197.72,True,True,113,0.0,1
50.57.31.206,True,True,113,0.0,1
52.167.223.46,True,True,113,0.0,1
192.33.31.192,True,True,113,0.0,1
173.194.204.154,True,True,113,0.0,1
54.71.1.254,True,True,113,0.0,1
199.59.149.233,True,True,113,0.0,1
149.174.28.143,True,True,112,0.0,1
216.58.217.100,True,True,112,0.0,1
52.73.182.32,True,True,112,0.0,1
104.88.86.240,True,True,112,0.0,1
194.232.104.142,True,True,112,0.0,1
93.158.134.90,True,True,112,0.0,1
52.84.3.224,True,True,112,0.0,1
23.198.234.162,True,True,112,0.0,1
151.101.208.69,True,True,112,0.0,1
52.84.40.52,True,True,112,0.0,1
64.210.147.104,True,True,112,0.0,1
162.213.33.101,True,True,112,0.0,1
91.216.195.218,True,True,112,0.0,1
216.104.218.219,True,True,112,0.0,1
52.8.51.25,True,True,112,0.0,1
54.192.36.139,True,True,112,0.0,1
23.111.8.144,True,True,112,0.0,1
185.13.208.24,True,True,112,0.0,1
23.202.234.64,True,True,112,0.0,1
52.84.145.18,True,True,112,0.0,1
52.0.184.249,True,True,112,0.0,1
185.22.116.27,True,True,111,0.0,1
52.84.40.204,True,True,111,0.0,1
72.247.66.99,True,True,111,0.0,1
172.217.12.205,True,True,111,0.0,1
107.21.205.62,True,True,111,0.0,1
204.13.193.176,True,True,111,0.0,1
52.84.145.131,True,True,111,0.0,1
34.196.230.14,True,True,111,0.0,1
204.2.255.234,True,True,111,0.0,1
119.90.39.141,True,True,111,0.0,1
64.210.147.100,True,True,111,0.0,1
104.20.57.245,True,True,111,0.0,1
151.101.44.64,True,True,111,0.0,1
213.189.48.240,True,True,111,0.0,1
34.197.66.126,True,True,111,0.0,1
192.243.250.84,True,True,110,0.0,1
104.20.31.2,True,True,110,0.0,1
72.249.192.50,True,True,110,0.0,1
23.67.2.35,True,True,110,0.0,1
145.72.70.20,True,True,110,0.0,1
52.6.180.146,True,True,110,0.0,1
54.196.164.240,True,True,110,0.0,1
68.67.178.184,True,True,110,0.0,1
74.208.174.96,False,True,110,0.0,1
91.99.101.242,True,True,110,0.0,1
38.69.238.18,True,True,110,0.0,1
52.84.145.243,True,True,110,0.0,1
173.194.208.157,True,True,110,0.0,1
74.125.192.154,True,True,110,0.0,1
152.195.12.73,True,True,110,0.0,1
207.178.0.69,True,True,110,0.0,1
52.8.33.174,True,True,110,0.0,1
23.208.170.98,True,True,110,0.0,1
216.6.2.70,False,True,110,0.0,1
52.84.40.136,True,True,109,0.0,1
52.7.28.236,True,True,109,0.0,1
209.242.224.117,False,True,109,0.0,1
35.160.70.124,True,True,109,0.0,1
54.230.51.246,True,True,109,0.0,1
104.88.83.152,True,True,109,0.0,1
52.8.7.27,True,True,109,0.0,1
104.88.95.158,True,True,109,0.0,1
174.35.72.225,True,True,109,0.0,1
198.58.110.84,False,True,109,0.0,1
52.84.145.72,True,True,109,0.0,1
204.2.134.164,False,True,109,0.0,1
23.194.140.241,True,True,109,0.0,1
216.229.4.69,False,True,109,0.0,1
185.86.138.79,True,True,108,0.0,1
185.86.139.59,True,True,108,0.0,1
184.84.243.202,True,True,108,0.0,1
217.79.188.21,True,True,108,0.0,1
151.101.45.179,True,True,108,0.0,1
23.23.175.171,True,True,108,0.0,1
72.5.205.19,True,True,108,0.0,1
52.9.64.22,True,True,108,0.0,1
199.59.150.46,True,True,108,0.0,1
52.43.121.89,True,True,108,0.0,1
94.31.29.54,True,True,108,0.0,1
54.225.131.84,True,True,108,0.0,1
199.187.193.133,True,True,108,0.0,1
174.129.242.44,True,True,108,0.0,1
183.79.1.71,True,True,108,0.0,1
31.13.66.36,True,True,108,0.0,1
104.88.108.162,True,True,108,0.0,1
192.73.243.115,False,True,108,0.0,1
144.76.119.56,True,True,108,0.0,1
63.251.210.243,True,True,107,0.0,1
34.197.28.15,True,True,107,0.0,1
35.167.220.41,True,True,107,0.0,1
52.55.125.33,True,True,107,0.0,1
209.85.144.157,True,True,107,0.0,1
74.121.138.156,True,True,107,0.0,1
54.192.48.231,True,True,107,0.0,1
54.200.60.113,True,True,107,0.0,1
216.58.219.232,True,True,107,0.0,1
119.167.164.11,True,True,107,0.0,1
104.20.10.37,True,True,107,0.0,1
195.93.42.2,True,True,107,0.0,1
151.101.1.129,True,True,107,0.0,1
104.244.46.71,True,True,107,0.0,1
50.31.185.43,True,True,107,0.0,1
52.43.87.30,True,True,107,0.0,1
52.94.237.66,True,True,106,0.0,1
52.84.143.92,True,True,106,0.0,1
52.198.93.173,True,True,106,0.0,1
52.8.35.182,True,True,106,0.0,1
213.19.161.155,True,True,106,0.0,1
52.60.182.221,True,True,106,0.0,1
209.85.144.154,True,True,106,0.0,1
156.154.202.32,True,True,106,0.0,1
198.8.70.210,True,True,106,0.0,1
104.25.17.36,True,True,106,0.0,1
104.97.71.5,True,True,106,0.0,1
23.52.153.87,True,True,106,0.0,1
54.192.37.155,True,True,106,0.0,1
195.60.188.38,True,True,106,0.0,1
183.79.249.124,True,True,105,0.0,1
173.194.205.109,True,True,105,0.0,1
69.28.187.239,True,True,105,0.0,1
185.6.76.29,True,True,105,0.0,1
52.84.8.46,True,True,105,0.0,1
199.168.117.22,True,True,105,0.0,1
23.63.226.51,True,True,105,0.0,1
5.39.7.87,True,True,105,0.0,1
52.86.68.253,True,True,105,0.0,1
72.21.91.103,True,True,105,0.0,1
54.236.132.218,True,True,105,0.0,1
52.84.26.246,True,True,105,0.0,1
209.85.232.157,True,True,105,0.0,1
208.75.89.4,False,True,105,0.0,1
178.32.120.244,True,True,104,0.0,1
50.16.205.164,True,True,104,0.0,1
104.88.25.189,True,True,104,0.0,1
8.43.72.47,True,True,104,0.0,1
151.101.116.249,True,True,104,0.0,1
151.101.44.129,True,True,104,0.0,1
152.2.133.52,False,True,104,0.0,1
13.107.4.50,True,True,104,0.0,1
23.194.140.52,True,True,104,0.0,1
136.243.6.169,True,True,104,0.0,1
23.99.206.151,True,True,104,0.0,1
93.93.71.173,True,True,104,0.0,1
23.194.108.111,True,True,104,0.0,1
52.84.26.132,True,True,104,0.0,1
183.79.249.252,True,True,103,0.0,1
104.16.99.29,True,True,103,0.0,1
52.52.190.110,True,True,103,0.0,1
173.194.205.156,True,True,103,0.0,1
52.7.160.203,True,True,103,0.0,1
95.163.94.239,False,True,103,0.0,1
199.16.156.200,True,True,103,0.0,1
194.20.6.42,True,True,103,0.0,1
138.201.227.192,True,True,103,0.0,1
68.64.2.192,True,True,103,0.0,1
23.63.152.219,True,True,103,0.0,1
23.208.163.37,True,True,102,0.0,1
95.163.95.109,False,True,102,0.0,1
104.20.87.108,True,True,102,0.0,1
37.209.241.115,True,True,102,0.0,1
38.69.238.10,True,True,102,0.0,1
52.84.145.247,True,True,102,0.0,1
95.163.95.29,True,True,102,0.0,1
52.202.67.35,True,True,102,0.0,1
107.182.231.101,True,True,102,0.0,1
107.178.248.96,True,True,102,0.0,1
54.192.36.217,True,True,102,0.0,1
54.86.16.198,True,True,102,0.0,1
52.8.118.210,True,True,102,0.0,1
23.23.130.16,True,True,102,0.0,1
104.88.50.226,True,True,102,0.0,1
23.200.16.168,True,True,101,0.0,1
151.101.1.132,True,True,101,0.0,1
52.40.231.132,True,True,101,0.0,1
104.244.46.167,True,True,101,0.0,1
23.66.246.24,True,True,101,0.0,1
209.85.144.109,True,True,101,0.0,1
37.29.104.14,True,True,101,0.0,1
54.192.48.227,True,True,101,0.0,1
193.17.41.211,True,True,101,0.0,1
52.84.145.44,True,True,101,0.0,1
23.192.11.230,True,True,101,0.0,1
54.192.37.195,True,True,101,0.0,1
72.249.192.66,True,True,100,0.0,1
115.127.234.9,True,True,100,0.0,1
104.27.145.38,True,True,100,0.0,1
8.39.37.31,True,True,100,0.0,1
23.194.181.75,True,True,100,0.0,1
50.31.185.39,True,True,100,0.0,1
104.88.60.97,True,True,100,0.0,1
202.232.238.37,True,True,100,0.0,1
23.208.160.53,True,True,100,0.0,1
52.52.71.171,True,True,100,0.0,1
174.35.50.80,True,True,100,0.0,1
212.8.236.36,True,True,100,0.0,1
104.193.82.53,True,True,100,0.0,1
213.133.127.174,True,True,100,0.0,1
104.24.10.90,True,True,100,0.0,1
173.231.178.116,True,True,100,0.0,1
173.194.206.109,False,True,100,0.0,1
192.99.16.44,True,True,100,0.0,1
54.209.21.183,True,True,100,0.0,1
23.21.88.60,True,True,100,0.0,1
36.248.26.152,True,True,100,0.0,1
52.71.206.171,True,True,99,0.0,1
182.22.25.252,True,True,99,0.0,1
217.69.133.211,True,True,99,0.0,1
72.247.69.148,True,True,99,0.0,1
87.106.20.27,True,True,99,0.0,1
50.31.185.42,True,True,99,0.0,1
172.217.9.237,True,True,99,0.0,1
199.38.165.156,True,True,99,0.0,1
222.161.220.100,True,True,99,0.0,1
74.119.119.70,True,True,99,0.0,1
52.1.96.98,True,True,99,0.0,1
91.215.103.65,True,True,99,0.0,1
173.194.68.108,True,True,99,0.0,1
64.210.147.102,True,True,99,0.0,1
104.97.141.192,True,True,99,0.0,1
184.72.116.124,True,True,99,0.0,1
199.59.149.201,True,True,99,0.0,1
204.154.111.107,True,True,99,0.0,1
103.229.76.153,True,True,99,0.0,1
52.174.61.4,True,True,99,0.0,1
104.97.76.175,True,True,98,0.0,1
161.170.236.122,True,True,98,0.0,1
54.165.222.110,True,True,98,0.0,1
203.226.255.11,True,True,98,0.0,1
195.54.48.9,True,True,98,0.0,1
184.73.214.150,True,True,98,0.0,1
192.229.163.249,True,True,98,0.0,1
54.187.98.195,True,True,98,0.0,1
172.217.9.233,True,True,98,0.0,1
54.69.227.52,True,True,98,0.0,1
72.251.244.140,True,True,98,0.0,1
52.35.5.132,True,True,98,0.0,1
47.55.177.238,False,True,98,0.0,1
52.35.101.212,True,True,98,0.0,1
54.225.210.192,True,True,98,0.0,1
106.122.252.16,True,True,98,0.0,1
37.59.195.0,True,True,98,0.0,1
207.244.102.143,True,True,98,0.0,1
52.84.143.142,True,True,98,0.0,1
66.235.128.102,True,True,98,0.0,1
208.111.171.216,True,True,98,0.0,1
91.215.103.64,True,True,98,0.0,1
149.56.241.111,True,True,97,0.0,1
151.101.22.109,True,True,97,0.0,1
64.210.137.102,True,True,97,0.0,1
54.210.234.197,True,True,97,0.0,1
23.208.106.8,True,True,97,0.0,1
52.73.123.67,True,True,97,0.0,1
174.35.72.217,True,True,97,0.0,1
54.164.24.161,True,True,97,0.0,1
178.32.40.86,True,True,97,0.0,1
74.217.250.92,True,True,97,0.0,1
64.71.142.110,True,True,97,0.0,1
52.26.121.92,True,True,97,0.0,1
23.194.181.202,True,True,97,0.0,1
54.148.59.150,True,True,97,0.0,1
183.79.250.123,True,True,97,0.0,1
66.235.147.246,True,True,97,0.0,1
178.124.131.3,True,True,97,0.0,1
107.22.226.38,True,True,96,0.0,1
151.101.45.13,True,True,96,0.0,1
158.69.125.224,True,True,96,0.0,1
209.48.71.120,True,True,96,0.0,1
144.217.252.208,False,True,96,0.0,1
37.157.2.42,True,True,96,0.0,1
72.21.202.62,True,True,96,0.0,1
149.56.241.113,True,True,96,0.0,1
52.35.227.152,True,True,96,0.0,1
184.72.252.62,True,True,96,0.0,1
23.192.61.7,True,True,96,0.0,1
115.159.246.156,True,True,96,0.0,1
151.101.20.64,True,True,96,0.0,1
133.237.48.237,True,True,96,0.0,1
88.85.84.134,True,True,96,0.0,1
199.59.88.234,True,True,96,0.0,1
23.45.197.183,True,True,96,0.0,1
54.192.37.123,True,True,96,0.0,1
195.142.105.13,True,True,95,0.0,1
199.102.234.32,True,True,95,0.0,1
66.110.99.16,True,True,95,0.0,1
54.192.36.175,True,True,95,0.0,1
52.44.236.149,True,True,95,0.0,1
204.187.101.132,True,True,95,0.0,1
52.55.138.44,True,True,95,0.0,1
91.214.5.154,True,True,95,0.0,1
97.107.128.58,False,True,95,0.0,1
52.84.26.74,True,True,95,0.0,1
104.16.207.165,True,True,95,0.0,1
66.235.147.238,True,True,95,0.0,1
209.15.36.22,True,True,95,0.0,1
52.88.212.202,True,True,95,0.0,1
74.217.63.33,True,True,95,0.0,1
54.164.70.80,True,True,95,0.0,1
104.94.218.227,True,True,94,0.0,1
104.20.51.83,True,True,94,0.0,1
69.89.207.99,False,True,94,0.0,1
107.21.249.50,True,True,94,0.0,1
151.80.231.118,True,True,94,0.0,1
52.204.153.150,True,True,94,0.0,1
72.249.192.72,True,True,94,0.0,1
185.15.175.133,True,True,94,0.0,1
199.38.164.37,True,True,94,0.0,1
93.187.67.32,True,True,94,0.0,1
52.84.145.82,True,True,94,0.0,1
54.193.28.205,True,True,94,0.0,1
23.34.74.210,True,True,94,0.0,1
184.105.182.7,False,True,93,0.0,1
173.194.68.155,True,True,93,0.0,1
72.5.205.34,True,True,93,0.0,1
23.21.71.82,True,True,93,0.0,1
213.180.204.210,True,True,93,0.0,1
54.215.181.178,True,True,93,0.0,1
209.15.36.23,True,True,93,0.0,1
54.183.82.71,True,True,93,0.0,1
69.89.74.66,True,True,93,0.0,1
23.217.50.210,True,True,93,0.0,1
23.194.141.229,True,True,93,0.0,1
52.40.81.184,True,True,93,0.0,1
104.196.137.206,True,True,93,0.0,1
38.69.238.19,True,True,93,0.0,1
37.187.168.211,True,True,93,0.0,1
104.196.13.90,True,True,93,0.0,1
23.194.110.27,True,True,93,0.0,1
52.32.174.154,True,True,93,0.0,1
151.101.1.49,True,True,93,0.0,1
151.101.2.134,True,True,93,0.0,1
74.119.117.94,True,True,93,0.0,1
54.192.37.181,True,True,93,0.0,1
119.81.195.120,True,True,93,0.0,1
137.117.186.158,True,True,93,0.0,1
72.5.205.61,True,True,93,0.0,1
72.5.205.23,True,True,92,0.0,1
192.73.240.46,True,True,92,0.0,1
54.230.51.232,True,True,92,0.0,1
194.190.77.85,True,True,92,0.0,1
193.240.182.34,True,True,92,0.0,1
173.194.68.109,True,True,92,0.0,1
72.21.81.64,True,True,92,0.0,1
104.16.3.9,True,True,92,0.0,1
209.48.71.115,True,True,92,0.0,1
50.16.197.102,True,True,92,0.0,1
151.101.192.69,True,True,92,0.0,1
54.228.207.5,True,True,92,0.0,1
46.105.202.39,True,True,92,0.0,1
159.127.42.76,True,True,92,0.0,1
54.201.188.11,True,True,92,0.0,1
104.97.139.140,True,True,92,0.0,1
104.97.95.20,True,True,92,0.0,1
195.209.111.13,True,True,92,0.0,1
23.203.98.109,True,True,92,0.0,1
54.192.37.70,True,True,92,0.0,1
23.208.106.210,True,True,92,0.0,1
172.217.11.45,True,True,92,0.0,1
104.27.205.87,True,True,92,0.0,1
113.207.48.145,True,True,92,0.0,1
52.84.145.26,True,True,92,0.0,1
34.227.128.119,True,True,92,0.0,1
34.252.191.245,True,True,92,0.0,1
43.251.41.28,True,True,91,0.0,1
34.210.63.234,True,True,91,0.0,1
72.5.205.41,True,True,91,0.0,1
52.84.145.198,True,True,91,0.0,1
54.225.147.109,True,True,91,0.0,1
52.20.8.16,True,True,91,0.0,1
52.84.57.246,True,True,91,0.0,1
151.101.192.166,True,True,91,0.0,1
54.221.250.240,True,True,91,0.0,1
87.250.250.90,True,True,91,0.0,1
151.101.21.181,True,True,91,0.0,1
52.25.255.160,True,True,91,0.0,1
104.23.130.81,True,True,91,0.0,1
173.194.68.157,True,True,91,0.0,1
91.232.230.50,True,True,91,0.0,1
23.194.140.29,True,True,91,0.0,1
213.180.204.90,True,True,91,0.0,1
185.11.128.203,True,True,91,0.0,1
173.194.208.155,True,True,91,0.0,1
23.208.152.80,True,True,91,0.0,1
146.88.138.76,True,True,90,0.0,1
34.205.210.59,True,True,90,0.0,1
46.183.150.153,True,True,90,0.0,1
74.217.63.52,True,True,90,0.0,1
192.229.163.160,True,True,90,0.0,1
52.84.29.179,True,True,90,0.0,1
104.97.94.187,True,True,90,0.0,1
23.21.78.116,True,True,90,0.0,1
54.209.79.201,True,True,90,0.0,1
23.23.137.33,True,True,90,0.0,1
95.131.139.1,True,True,90,0.0,1
151.101.208.133,True,True,90,0.0,1
151.101.2.59,True,True,90,0.0,1
195.209.111.4,True,True,90,0.0,1
54.192.36.34,True,True,90,0.0,1
172.217.2.162,True,True,90,0.0,1
52.45.111.191,True,True,90,0.0,1
172.217.10.141,True,True,90,0.0,1
207.186.149.230,True,True,90,0.0,1
54.183.207.220,True,True,90,0.0,1
52.84.29.100,True,True,90,0.0,1
34.194.92.111,True,True,90,0.0,1
194.232.104.139,True,True,89,0.0,1
66.235.147.240,True,True,89,0.0,1
182.253.240.30,True,True,89,0.0,1
66.235.147.237,True,True,89,0.0,1
74.208.122.4,True,True,89,0.0,1
104.196.0.190,True,True,89,0.0,1
23.194.108.76,True,True,89,0.0,1
199.244.51.48,True,True,89,0.0,1
23.21.222.6,True,True,89,0.0,1
52.25.157.199,True,True,89,0.0,1
172.217.3.34,True,True,89,0.0,1
104.20.2.47,True,True,89,0.0,1
74.119.118.92,True,True,89,0.0,1
13.89.36.85,True,True,89,0.0,1
169.55.70.153,True,True,89,0.0,1
34.199.71.137,True,True,89,0.0,1
199.16.156.105,True,True,89,0.0,1
52.55.225.127,True,True,89,0.0,1
199.244.48.51,True,True,89,0.0,1
52.203.243.74,True,True,88,0.0,1
172.217.10.13,True,True,88,0.0,1
54.183.42.224,True,True,88,0.0,1
174.129.12.59,True,True,88,0.0,1
34.196.21.126,True,True,88,0.0,1
172.217.7.13,True,True,88,0.0,1
103.243.172.110,True,True,88,0.0,1
64.4.54.18,True,True,88,0.0,1
54.186.39.123,True,True,88,0.0,1
173.194.207.157,True,True,88,0.0,1
199.16.157.105,True,True,88,0.0,1
130.250.51.150,True,True,88,0.0,1
192.243.54.160,True,True,88,0.0,1
192.229.211.36,True,True,88,0.0,1
194.232.104.140,True,True,88,0.0,1
192.229.163.139,True,True,88,0.0,1
23.199.170.73,True,True,88,0.0,1
52.69.143.104,True,True,88,0.0,1
193.203.32.37,True,True,88,0.0,1
198.22.162.9,True,True,88,0.0,1
78.46.23.90,True,True,88,0.0,1
88.99.242.214,True,True,88,0.0,1
195.142.107.75,True,True,88,0.0,1
205.185.208.31,True,True,88,0.0,1
23.208.100.174,True,True,87,0.0,1
205.180.85.140,True,True,87,0.0,1
104.154.79.29,True,True,87,0.0,1
34.194.111.0,True,True,87,0.0,1
23.194.140.219,True,True,87,0.0,1
52.4.162.164,True,True,87,0.0,1
184.73.222.152,True,True,87,0.0,1
104.97.75.177,True,True,87,0.0,1
52.84.26.5,True,True,87,0.0,1
23.21.56.145,True,True,87,0.0,1
54.225.255.135,True,True,87,0.0,1
130.250.51.144,True,True,87,0.0,1
52.1.161.171,True,True,87,0.0,1
220.243.235.201,True,True,87,0.0,1
